time,Price_first,Price_max,Price_min,Price_last,Volume_sum,high,low,open,close,volume,open%,close%,high%,low%,RSI,%K,%D,Williams_%R,ADL,cmf,obv,macd,ichimoku_base_line,ichimoku_conversion_line,ichimoku_a,ichimoku_b
2020-03-14 09:30:00,536.0,536.0,536.0,536.0,1371555,536.0,536.0,536.0,536.0,1371555,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2075224452,87.26885438868032,318.0,495.5,406.75,318.0
2020-03-14 10:00:00,536.0,536.0,536.0,536.0,1209657,536.0,536.0,536.0,536.0,1209657,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2076434109,88.02928892614767,318.0,495.5,406.75,318.0
2020-03-14 10:30:00,536.0,536.0,536.0,536.0,847489,536.0,536.0,536.0,536.0,847489,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2077281598,87.6218881913868,318.0,495.5,406.75,318.0
2020-03-14 11:00:00,536.0,536.0,536.0,536.0,839396,536.0,536.0,536.0,536.0,839396,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2078120994,86.30415954516229,318.0,495.5,406.75,318.0
2020-03-14 11:30:00,536.0,536.0,536.0,536.0,716243,536.0,536.0,536.0,536.0,716243,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2078837237,84.28822787595323,318.0,495.5,406.75,318.0
2020-03-14 12:00:00,536.0,536.0,536.0,536.0,981652,536.0,536.0,536.0,536.0,981652,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2079818889,81.74824462656204,318.0,495.5,406.75,318.0
2020-03-14 12:30:00,536.0,536.0,536.0,536.0,1338,536.0,536.0,536.0,536.0,1338,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2079820227,78.82662533286168,427.5,495.5,461.5,318.0
2020-03-15 11:30:00,731.0,731.0,731.0,731.0,25065508,731.0,731.0,731.0,731.0,25065508,0.36380597014925375,0.36380597014925375,0.36380597014925375,0.36380597014925375,100.0,100.0,100.0,-0.0,0.0,0.0,2104885735,91.19485380266502,525.0,633.5,579.25,415.5
2020-03-15 12:00:00,731.0,731.0,731.0,731.0,31387932,731.0,731.0,731.0,731.0,31387932,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2136273667,99.84580370005892,525.0,633.5,579.25,415.5
2020-03-15 12:30:00,731.0,731.0,731.0,731.0,368128,731.0,731.0,731.0,731.0,368128,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2136641795,105.48576953191957,525.0,633.5,579.25,415.5
2020-03-15 13:00:00,731.0,731.0,731.0,731.0,328896,731.0,731.0,731.0,731.0,328896,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2136970691,108.70242914911046,525.0,633.5,579.25,415.5
2020-03-15 13:30:00,731.0,731.0,731.0,731.0,300299,731.0,731.0,731.0,731.0,300299,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2137270990,109.98382994150654,525.0,633.5,579.25,415.5
2020-03-16 10:30:00,981.0,981.0,981.0,981.0,2455859,981.0,981.0,981.0,981.0,2455859,0.34199726402188785,0.34199726402188785,0.34199726402188785,0.34199726402188785,100.0,100.0,100.0,-0.0,0.0,0.0,2139726849,129.6774193949052,650.0,758.5,704.25,540.5
2020-03-16 11:00:00,981.0,981.0,981.0,981.0,1103512,981.0,981.0,981.0,981.0,1103512,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2140830361,143.62906447212742,675.0,758.5,716.75,540.5
2020-03-16 11:30:00,981.0,981.0,981.0,981.0,869363,981.0,981.0,981.0,981.0,869363,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2141699724,152.9230420742574,675.0,758.5,716.75,540.5
2020-03-16 12:00:00,981.0,981.0,981.0,981.0,766330,981.0,981.0,981.0,981.0,766330,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2142466054,158.46193572750155,675.0,856.0,765.5,540.5
2020-03-16 12:30:00,981.0,981.0,981.0,981.0,247744,981.0,981.0,981.0,981.0,247744,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2142713798,160.99569074668148,675.0,856.0,765.5,540.5
2020-03-16 13:00:00,981.0,981.0,981.0,981.0,187915,981.0,981.0,981.0,981.0,187915,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-0.0,0.0,0.0,2142901713,161.14611771901116,718.0,856.0,787.0,540.5
