time,Price_first,Price_max,Price_min,Price_last,Volume_sum,high,low,open,close,volume,open%,close%,high%,low%,RSI,%K,%D,Williams_%R,ADL,cmf,obv,macd,ichimoku_base_line,ichimoku_conversion_line,ichimoku_a,ichimoku_b
2018-12-16 10:00:00,2089.0,2089.0,1639.0,2032.0,54279,2089.0,1639.0,2089.0,2032.0,54279,0.07735946364105209,0.0064388311045071814,-0.14350143501435014,-0.15471892728210418,42.9848425321545,27.0474879559532,17.094266680766264,-72.9525120440468,-1074272.0526371065,-0.5670024928759044,482466,-185.51303088174245,2647.5,2365.5,2506.5,2647.5
2018-12-16 11:00:00,1939.0,2039.0,1739.0,1739.0,60011,2039.0,1739.0,1939.0,1739.0,60011,-0.07180469123982768,-0.14419291338582677,-0.023934897079942556,0.06101281269066504,37.28583783642682,6.882312456985547,19.15027559499954,-93.11768754301445,-1134283.0526371065,-0.5472115088822228,422455,-201.27746220762037,2647.5,2365.5,2506.5,2647.5
2018-12-16 12:00:00,1739.0,2338.0,1699.0,2338.0,49668,2338.0,1699.0,1739.0,2338.0,49668,-0.10314595152140278,0.34445083381253594,0.14664051005394801,-0.023001725129384705,51.45570448115106,48.10736407432898,27.345721495755907,-51.89263592567102,-1084615.0526371065,-0.5579102554724041,472123,-163.55127635515873,2647.5,2365.5,2506.5,2647.5
2018-12-17 09:00:00,1929.0,2308.0,1839.0,2039.0,416095,2308.0,1839.0,1929.0,2039.0,416095,0.10925819436457734,-0.12788708297690335,-0.01283147989734816,0.0824014125956445,45.882828591826204,27.529249827942188,27.506308786418902,-72.4707501720578,-1145831.5878183432,-0.5434494983092822,56028,-155.98174297952437,2647.5,2124.0,2385.75,2647.5
2018-12-17 10:00:00,1949.0,2039.0,1949.0,2039.0,26582,2039.0,1949.0,1949.0,2039.0,26582,0.010368066355624676,0.0,-0.11655112651646447,0.059815116911364874,45.882828591826204,27.529249827942188,34.38862124340445,-72.4707501720578,-1119249.5878183432,-0.5155552709747222,82610,-148.2736271669387,2647.5,2039.0,2343.25,2647.5
2018-12-17 11:00:00,2049.0,2139.0,1952.0,1974.0,95177,2139.0,1952.0,2049.0,1974.0,95177,0.051308363263211906,-0.03187837175085827,0.04904364884747425,0.0015392508978963571,44.663255719690646,23.055746730901582,26.038082128928654,-76.94425326909841,-1192031.999583049,-0.525231668238087,-12567,-145.72996233181402,2636.5,2039.0,2337.75,2647.5
2018-12-17 12:00:00,1974.0,2029.0,1909.0,1999.0,97277,2029.0,1909.0,1974.0,1999.0,97277,-0.036603221083455345,0.012664640324214792,-0.051425899953249185,-0.022028688524590164,45.265853129493486,24.77632484514797,25.120440467997245,-75.22367515485203,-1143393.499583049,-0.48491481950782234,84710,-140.08202022643945,2594.0,2039.0,2316.5,2647.5
2018-12-18 09:00:00,1859.0,2139.0,1589.0,2089.0,104268,2139.0,1589.0,1859.0,2089.0,104268,-0.05825734549138804,0.04502251125562781,0.05421389847215377,-0.1676270298585647,47.483030796367075,33.266799733865604,27.03295710330505,-66.7332002661344,-1058083.317764867,-0.38367763521784737,188978,-126.8811308820409,2538.0,2014.0,2276.0,2622.5
2018-12-18 10:00:00,1814.0,2089.0,1814.0,2032.0,31873,2089.0,1814.0,1814.0,2032.0,31873,-0.02420656266810113,-0.027285782671134514,-0.02337540906965872,0.14159848961611077,46.2064114752021,43.431372549019606,33.82483237601106,-56.568627450980394,-1039423.1250375943,-0.40373115328531756,157105,-119.63962349389931,2514.0,1963.5,2238.75,2622.5
2018-12-18 11:00:00,2032.0,2032.0,1791.0,1933.0,66669,2032.0,1791.0,2032.0,1933.0,66669,0.12017640573318633,-0.04872047244094488,-0.027285782671134514,-0.012679162072767364,43.99402157590472,40.470588235294116,39.056253506059775,-59.529411764705884,-1027527.8262824076,-0.39491386019841507,90436,-120.50009920411412,2492.5,1963.5,2228.0,2622.5
2018-12-18 12:00:00,1928.0,1928.0,1809.0,1812.0,17557,1928.0,1809.0,1928.0,1812.0,17557,-0.051181102362204724,-0.06259699948266943,-0.051181102362204724,0.010050251256281407,41.385793467174366,26.235294117647058,36.712418300653596,-73.76470588235294,-1044199.5993916513,-0.39958318765494,72879,-129.45346223400793,2409.0,1963.5,2186.25,2622.5
2018-12-19 09:00:00,1939.0,1939.0,1596.0,1639.0,68020,1939.0,1596.0,1939.0,1639.0,68020,0.005705394190871369,-0.09547461368653422,0.005705394190871369,-0.11774461028192372,37.92392470949895,5.882352941176471,24.196078431372552,-94.11764705882354,-1095165.0221321762,-0.306202372396533,4859,-148.7935220182951,2340.5,1948.5,2144.5,2622.5
2018-12-19 10:00:00,1639.0,1661.0,1609.0,1609.0,81345,1661.0,1609.0,1639.0,1609.0,81345,-0.15471892728210418,-0.018303843807199512,-0.14337287261474987,0.008145363408521303,37.340613136391276,2.3529411764705883,11.490196078431373,-97.6470588235294,-1176510.0221321762,-0.35367879850730954,-76486,-164.6435002308467,2340.5,1864.0,2102.25,2622.5
2018-12-19 11:00:00,1639.0,1689.0,1405.0,1639.0,71116,1689.0,1405.0,1639.0,1639.0,71116,0.0,0.018645121193287758,0.016857314870559904,-0.12678682411435674,38.36160740788866,25.080385852090032,11.10522665657903,-74.91961414790997,-1130434.8672025988,-0.2897285743229945,-5370,-172.7921327309275,2248.5,1772.0,2010.25,2530.5
2018-12-19 12:00:00,1639.0,1889.0,1569.0,1889.0,75047,1889.0,1569.0,1639.0,1889.0,75047,0.0,0.1525320317266626,0.11841326228537596,0.11672597864768683,46.22517473764033,51.87566988210075,26.436332303553787,-48.12433011789925,-1055387.8672025988,-0.13515394016675172,69677,-157.26422790642187,2248.5,1772.0,2010.25,2530.5
2018-12-22 09:00:00,2036.0,2036.0,1239.0,1241.0,230862,2036.0,1239.0,2036.0,1241.0,230862,0.2422208663819402,-0.34303864478560087,0.07781895182636316,-0.21032504780114722,34.08651810936587,0.18198362147406733,25.712679785221614,-99.81801637852594,-1285091.2122465135,-0.2093443345268355,-161185,-194.9986132672061,2165.5,1689.0,1927.25,2447.5
2018-12-22 10:00:00,1289.0,1359.0,1160.0,1176.0,298357,1359.0,1160.0,1289.0,1176.0,298357,-0.3668958742632613,-0.052377115229653506,-0.3325147347740668,-0.06376109765940274,33.146254644010384,1.3937282229965158,17.817127242190445,-98.60627177700349,-1535471.207221388,-0.29209200579564626,-459542,-227.52556916790945,2126.0,1624.5,1875.25,2408.0
2018-12-22 11:00:00,1285.0,1338.0,1160.0,1160.0,151020,1338.0,1160.0,1285.0,1160.0,151020,-0.0031031807602792862,-0.013605442176870748,-0.01545253863134658,0.0,32.90563641565299,0.0,0.5252372814901943,-100.0,-1686491.207221388,-0.3524629415655323,-610562,-251.69312072352682,2126.0,1598.0,1862.0,2408.0
2018-12-22 12:00:00,1160.0,1161.0,1160.0,1160.0,289809,1161.0,1160.0,1160.0,1160.0,289809,-0.09727626459143969,0.0,-0.13228699551569506,0.0,32.90563641565299,0.0,0.4645760743321719,-100.0,-1976300.207221388,-0.40481228745345205,-320753,-267.75951444119255,2126.0,1598.0,1862.0,2408.0
2018-12-23 09:00:00,1160.0,1687.0,1160.0,1540.0,130418,1687.0,1160.0,1160.0,1540.0,130418,0.0,0.3275862068965517,0.45305770887166236,0.0,44.08582146535413,38.81511746680286,12.938372488934286,-61.18488253319714,-1918639.1180373272,-0.3327904719204374,-190335,-246.98236405541866,2126.0,1598.0,1862.0,2408.0
2018-12-23 10:00:00,1542.0,1674.0,1484.0,1619.0,110288,1674.0,1484.0,1542.0,1619.0,110288,0.3293103448275862,0.0512987012987013,-0.007705986959098993,0.2793103448275862,46.09679216730944,46.88457609805924,28.566564521620702,-53.11542390194076,-1872202.0654057483,-0.32285787980647934,-80047,-221.58736174114642,1884.5,1598.0,1741.25,2408.0
2018-12-23 11:00:00,1619.0,1619.0,1539.0,1619.0,64751,1619.0,1539.0,1619.0,1619.0,64751,0.04993514915693904,0.0,-0.032855436081242535,0.03706199460916442,46.09679216730944,49.40796555435953,45.03588637307388,-50.59203444564047,-1807451.0654057483,-0.27185537703901896,-15296,-199.1657803069886,1799.5,1598.0,1698.75,2408.0
2018-12-23 12:00:00,1619.0,1668.0,1619.0,1638.0,20817,1668.0,1619.0,1619.0,1638.0,20817,0.0,0.01173563928350834,0.030265596046942556,0.05198180636777128,46.63216857188272,54.5662100456621,50.28625056602696,-45.4337899543379,-1812124.269487381,-0.2972643109399539,5521,-177.81364920835222,1799.5,1598.0,1698.75,2408.0
2018-12-24 09:00:00,2036.0,2036.0,1739.0,2019.0,66236,2036.0,1739.0,2036.0,2019.0,66236,0.2575663990117356,0.2326007326007326,0.22062350119904076,0.07411982705373688,56.05729994228243,98.05936073059361,67.34451211020507,-1.9406392694063928,-1753470.8418779534,-0.2896984222847463,71757,-128.66524280106296,1799.5,1598.0,1698.75,2408.0
2018-12-24 10:00:00,1742.0,1889.0,1739.0,1742.0,47310,1889.0,1739.0,1742.0,1742.0,47310,-0.1444007858546169,-0.13719663199603765,-0.07220039292730845,0.0,49.247539003427185,66.43835616438356,73.02130898021309,-33.56164383561644,-1798888.4418779535,-0.3208542156255049,24447,-110.78925210816055,1799.5,1598.0,1698.75,2408.0
2018-12-24 11:00:00,1919.0,1919.0,1790.0,1919.0,90520,1919.0,1790.0,1919.0,1919.0,90520,0.10160734787600459,0.10160734787600459,0.015881418740074114,0.029327199539965498,53.16286720195246,86.64383561643835,83.71385083713851,-13.356164383561644,-1708368.4418779535,-0.24429703547327933,114967,-81.40163259539486,1749.0,1598.0,1673.5,2408.0
