time,Price_first,Price_max,Price_min,Price_last,Volume_sum,high,low,open,close,volume,open%,close%,high%,low%,RSI,%K,%D,Williams_%R,ADL,cmf,obv,macd,ichimoku_base_line,ichimoku_conversion_line,ichimoku_a,ichimoku_b
2018-12-11 11:00:00,2486.0,2486.0,2486.0,2486.0,17812,2486.0,2486.0,2486.0,2486.0,17812,0.0,0.0,0.0,0.0,40.726122074049755,0.0,0.0,-100.0,-192133.90578185744,-0.36280849275819904,935610,-29.300823332384425,2847.5,2941.0,2894.25,2847.5
2018-12-11 11:30:00,2486.0,2486.0,2486.0,2486.0,19419,2486.0,2486.0,2486.0,2486.0,19419,0.0,0.0,0.0,0.0,40.726122074049755,0.0,0.0,-100.0,-192133.90578185744,-0.36010420932812814,955029,-47.097655582637344,2855.0,2857.5,2856.25,2847.5
2018-12-11 12:00:00,2486.0,2486.0,2486.0,2486.0,7350,2486.0,2486.0,2486.0,2486.0,7350,0.0,0.0,0.0,0.0,40.726122074049755,0.0,0.0,-100.0,-192133.90578185744,-0.3639634776811442,962379,-60.50431725354656,2958.0,2762.5,2860.25,2847.5
2018-12-12 09:00:00,2336.0,2338.0,1989.0,2087.0,254142,2338.0,1989.0,2336.0,2087.0,254142,-0.06033789219629927,-0.16049879324215607,-0.05953338696701529,-0.1999195494770716,31.02368078722489,6.77731673582296,2.2591055786076533,-93.22268326417704,-303548.5934609405,-0.3820842513704973,708237,-102.14766395008701,2822.5,2470.5,2646.5,2822.5
2018-12-12 09:30:00,2039.0,2039.0,1994.0,1994.0,171239,2039.0,1994.0,2039.0,1994.0,171239,-0.1271404109589041,-0.044561571633924296,-0.12788708297690335,0.002513826043237808,29.27314085016438,0.35536602700781805,2.377560920943593,-99.64463397299218,-474787.5934609405,-0.518067101036021,536998,-141.0289451060653,2822.5,2464.0,2643.25,2822.5
2018-12-12 10:00:00,1990.0,2007.0,1989.0,1999.0,64995,2007.0,1989.0,1990.0,1999.0,64995,-0.024031387935262383,0.0025075225677031092,-0.01569396763119176,-0.0025075225677031092,29.503453758681715,0.7107320540156361,2.614471605615471,-99.28926794598436,-467565.92679427384,-0.5011989079215315,601993,-169.48545945783098,2822.5,2264.5,2543.5,2822.5
2018-12-12 10:30:00,1995.0,2039.0,1939.0,1990.0,92862,2039.0,1939.0,1995.0,1990.0,92862,0.002512562814070352,-0.004502251125562781,0.015944195316392625,-0.02513826043237808,29.318385835235404,3.953488372093023,1.673195484372159,-96.04651162790698,-465708.68679427385,-0.4684456863468438,509131,-190.56693982507932,2797.5,2212.5,2505.0,2797.5
2018-12-12 11:00:00,2039.0,2039.0,1915.0,1915.0,211035,2039.0,1915.0,2039.0,1915.0,211035,0.02205513784461153,-0.03768844221105527,0.0,-0.012377514182568335,27.755896744482015,0.0,1.5547401420362197,-100.0,-676743.6867942738,-0.4803997333756722,298096,-210.89497213759523,2785.5,2200.5,2493.0,2785.5
2018-12-12 11:30:00,1915.0,1945.0,1915.0,1939.0,32491,1945.0,1915.0,1915.0,1939.0,32491,-0.06081412457086807,0.012532637075718016,-0.0461010299166258,0.0,29.058793992600627,2.314368370298939,2.0892855807973207,-97.68563162970106,-657249.0867942738,-0.5129872999993799,330587,-222.50360175979313,2782.0,2200.5,2491.25,2785.5
2018-12-12 12:00:00,1987.0,3092.0,1932.0,2039.0,352108,3092.0,1932.0,1987.0,2039.0,352108,0.03759791122715405,0.05157297576070139,0.5897172236503856,0.008877284595300261,34.36989207968715,10.535259133389975,4.283209167896305,-89.46474086661003,-944399.2316218601,-0.5866811713019074,682695,-221.08582038960867,2774.5,2503.5,2639.0,2785.5
2018-12-15 09:00:00,2239.0,2609.0,1919.0,1919.0,82962,2609.0,1919.0,2239.0,1919.0,82962,0.1268243583291394,-0.058852378616969105,-0.15620957309184993,-0.006728778467908903,31.33794129774502,0.33984706881903143,4.396491524169315,-99.66015293118097,-1027361.2316218601,-0.6000472295108853,599733,-227.02817606379904,2735.5,2503.5,2619.5,2785.5
2018-12-15 09:30:00,2039.0,2039.0,2009.0,2038.0,20374,2039.0,2009.0,2039.0,2038.0,20374,-0.08932559178204555,0.06201146430432517,-0.21847451130701417,0.04689942678478374,37.24961894471041,10.450297366185216,7.108467856131408,-89.54970263381479,-1008345.4982885268,-0.5737852819907778,620107,-219.60377465681086,2732.0,2503.5,2617.75,2785.5
2018-12-15 10:00:00,2038.0,2038.0,1939.0,1939.0,3358,2038.0,1939.0,2038.0,1939.0,3358,-0.0004904364884747426,-0.04857703631010795,-0.0004904364884747426,-0.03484320557491289,34.58203903931221,2.0390824129141887,4.276408949306146,-97.96091758708582,-1011703.4982885268,-0.5666813249759107,616749,-219.181764726472,2732.0,2503.5,2617.75,2785.5
2018-12-15 10:30:00,1989.0,1989.0,1889.0,1939.0,44470,1989.0,1889.0,1989.0,1939.0,44470,-0.02404317958783121,0.0,-0.02404317958783121,-0.025786487880350695,34.58203903931221,4.156275976724855,5.548551918608087,-95.84372402327514,-1011703.4982885268,-0.5598080179166653,661219,-216.35333227704405,2688.0,2490.5,2589.25,2772.5
2018-12-15 11:00:00,1939.0,1939.0,1899.0,1939.0,10482,1939.0,1899.0,1939.0,1939.0,10482,-0.02513826043237808,0.0,-0.02513826043237808,0.005293806246691371,34.58203903931221,4.156275976724855,3.4505447887879668,-95.84372402327514,-1001221.4982885268,-0.5634542179974261,671701,-211.67175890752605,2664.0,2490.5,2577.25,2772.5
2018-12-15 11:30:00,1939.0,2039.0,1939.0,2029.0,18570,2039.0,1939.0,1939.0,2029.0,18570,0.0,0.04641567818463126,0.05157297576070139,0.021063717746182202,39.501332981434814,11.637572734829593,6.6500415627597675,-88.36242726517041,-986365.4982885268,-0.5391758172008939,690271,-198.41215858773194,2662.0,2490.5,2576.25,2772.5
2018-12-15 12:00:00,1979.0,1979.0,1689.0,1700.0,97889,1979.0,1689.0,1979.0,1700.0,97889,0.020629190304280558,-0.1621488417939872,-0.029426189308484552,-0.12893243940175347,30.47858795299156,0.7840342124019958,5.525960974652148,-99.21596578759801,-1076828.4362195614,-0.5298993955955432,592382,-212.00748986324743,2542.5,2390.5,2466.5,2672.5
2018-12-16 09:00:00,1939.0,2439.0,1939.0,2039.0,219663,2439.0,1939.0,1939.0,2039.0,219663,-0.0202122283981809,0.19941176470588234,0.23244062657908035,0.14801657785671996,44.53654822756564,24.94654312188168,12.456050023037756,-75.05345687811831,-1208626.2362195614,-0.5236536258523042,812045,-193.20032787268838,2542.5,2390.5,2466.5,2672.5
2018-12-16 09:30:00,2039.0,2338.0,2010.0,2019.0,11122,2338.0,2010.0,2039.0,2019.0,11122,0.05157297576070139,-0.00980872976949485,-0.04141041410414104,0.036616812790097986,43.97162269861355,23.521026372059872,16.41720123544785,-76.47897362794014,-1219137.8825610247,-0.5286325080345484,800923,-177.85910035447023,2459.0,2149.0,2304.0,2672.5
2018-12-16 10:00:00,2089.0,2089.0,1639.0,2039.0,24030,2089.0,1639.0,2089.0,2039.0,24030,0.024521824423737126,0.009905894006934125,-0.10650128314798973,-0.1845771144278607,44.72667137240205,27.529249827942188,25.33227310729458,-72.4707501720578,-1200447.8825610247,-0.5740887481071317,824953,-162.21729417518827,2365.5,2039.0,2202.25,2647.5
2018-12-16 10:30:00,2036.0,2036.0,1689.0,2032.0,30249,2036.0,1689.0,2036.0,2032.0,30249,-0.02537099090473911,-0.0034330554193231977,-0.02537099090473911,0.03050640634533252,44.500631110179796,27.0474879559532,26.032588051985087,-72.9525120440468,-1170896.2658463274,-0.5533451077642425,794704,-148.67209224925364,2365.5,2039.0,2202.25,2647.5
2018-12-16 11:00:00,1939.0,2039.0,1939.0,2038.0,22799,2039.0,1939.0,1939.0,2038.0,22799,-0.04764243614931238,0.002952755905511811,0.0014734774066797642,0.14801657785671996,44.75833671497496,27.460426703372335,27.345721495755907,-72.53957329662767,-1148553.2458463274,-0.5396821672983538,817503,-135.88685322182027,2365.5,2039.0,2202.25,2647.5
2018-12-16 11:30:00,2037.0,2037.0,1739.0,1739.0,37212,2037.0,1739.0,2037.0,1739.0,37212,0.05054151624548736,-0.1467124631992149,-0.000980872976949485,-0.10314595152140278,35.82972534932772,6.882312456985547,20.46340903877036,-93.11768754301445,-1185765.2458463274,-0.5513888278831408,780291,-148.17321178184466,2365.5,2039.0,2202.25,2647.5
2018-12-16 12:00:00,1739.0,1839.0,1699.0,1839.0,40268,1839.0,1699.0,1739.0,1839.0,40268,-0.14629356897398135,0.05750431282346176,-0.09720176730486009,-0.023001725129384705,40.13126155426136,20.61855670103093,18.32043195379627,-79.38144329896907,-1145497.2458463274,-0.5301349422957544,820559,-148.13348459346662,2365.5,2039.0,2202.25,2647.5
2018-12-16 12:30:00,2334.0,2338.0,2334.0,2338.0,9400,2338.0,2334.0,2334.0,2338.0,9400,0.3421506612995975,0.2713431212615552,0.2713431212615552,0.37374926427310184,55.986179035650025,87.375,38.29195638600549,-12.625,-1136097.2458463274,-0.46364128891195333,829959,-106.60796061860083,2365.5,2039.0,2202.25,2647.5
2018-12-17 09:00:00,1929.0,1929.0,1839.0,1842.0,9428,1929.0,1839.0,1929.0,1842.0,9428,-0.17352185089974292,-0.21214713430282292,-0.17493584260051326,-0.2120822622107969,43.62044757590204,25.375,44.4561855670103,-74.625,-1144896.712512994,-0.4941235929233454,820531,-112.42576422098682,2365.5,2039.0,2202.25,2647.5
2018-12-17 09:30:00,1843.0,2308.0,1843.0,2039.0,406667,2308.0,1843.0,1843.0,2039.0,406667,-0.044582685329186106,0.10694896851248643,0.1964748574390876,0.002175095160413268,48.48703739256818,50.0,54.25,-50.0,-1208739.058749553,-0.441078307465482,1227198,-99.98756745110722,2365.5,1988.5,2177.0,2647.5
